spawn /usr/bin/ssh axadmin@172.24.179.142 grep wangnan@toshiba .ssh/authorized_keys >>/dev/null ||echo ssh-rsa AAAAB3NzaC1yc2EAAAABIwAAAQEA13Luhl2smtfuRnUCKc5inJM/vPVPzssm4Bt6W9amSVl+xSo7EZFw60UYQJ0rSDI1i6CSpbJZ05zS7itQ5SIlDknLu7tLG032YHb+2Op67oawo1D/MZtyOjjokD38mKP9xy7EQu2MPo6OOgGMKDQz5UbAUlIo6LqQV1PHO4zjZeVTLtOfagPFTtevDIqtkqM+4WmHAgK6Rs4/ocm3gJkJe9uphLNL0yTk+kjJjsoQOtmAbdSXJceRsX+RYQNxfnwekIXZ65e0p+M61h753W60DzIbjqzlaxwD3p+jZn9iCGREUQty8IpjXjM7zhYrn+/FYAWekrcUWAscRRZUZ4vfTQ== wangnan@toshiba >> .ssh/authorized_keys
DB::update_record(BSC,ATCA20_MCS_SMR,JBXMUX,3BK26881AAAD 06.'-'.BS0643U0L5F, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),19.11.2013,16:26:27)
DB::update_record(BSC,ATCA_17,JBXTP,3BK26859AABA 10.'-'.YP10211A3F3, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,13:56:14)
DB::update_record(BSC,ATCA_17,JBXTP,3BK26859AABA 10.'-'.YP10211A4A1, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,13:56:14)
DB::update_record(BSC,AT130_WZW_BST,JBXMUX,3BK26881AABA 07.'-'.YP11280A78D, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,01:00:13)
DB::update_record(BSC,AT130_WZW_BST,JBXMUX,3BK26881AABA 07.'-'.YP11280A78A, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,01:00:13)
DB::update_record(BSC,AT130_WZW_BST,JBXLIU,3BK26879AAAE 04.'-'.BS0749N2LZM, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,01:00:13)
DB::update_record(BSC,AT130_WZW_BST,JBXLIU,3BK26879AAAE 04.'-'.BS0749N2LZW, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,01:00:13)
DB::update_record(BSC,AT130_WZW_BST,JAXSMM,3BK27225AACB 04.'-'.YP11220FFAC, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,01:00:13)
DB::update_record(BSC,AT130_WZW_BST,JAXSMM,3BK27225AACB 04.'-'.YP112312BD1, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,01:00:13)
DB::update_record(BSC,AT130_WZW_BST,JBXSSW,3BK27237AACB 06.'-'.YP1127068B8, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,01:00:13)
DB::update_record(BSC,AT130_WZW_BST,JBXSSW,3BK27237AACB 06.'-'.YP1127068C3, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,01:00:13)
DB::update_record(BSC,AT130_WZW_BST,JBXOMCP,3BK27236AACE 06.'-'.YP112408B3B, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,01:00:13)
DB::update_record(BSC,AT130_WZW_BST,JBXOMCP,3BK27236AAAA 02.'-'.BS0638U0VPZ, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,01:00:13)
DB::update_record(BSC,AT130_WZW_BST,JBXCCP,3BK27231AACE 06.'-'.YP112205D75, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,01:00:13)
DB::update_record(BSC,AT130_WZW_BST,JBXCCP,3BK27231AACE 06.'-'.YP112408AAF, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,01:00:13)
DB::update_record(BSC,AT130_WZW_BST,JBXCCP,3BK27231AABB 03.'-'.YP08121D141, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,01:00:13)
DB::update_record(BSC,AT130_WZW_BST,JBXCCP,3BK27231AACC 05.'-'.YP10060B2B2, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,01:00:13)
DB::update_record(BSC,AT130_WZW_BST,JBXTP,3BK26859AAAD 08.'-'.BS0626U0LW4, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,01:00:13)
DB::update_record(BSC,AT130_WZW_BST,JBXTP,3BK26859AAAC 07.'-'.BS0518U0F1N, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,01:00:13)
DB::update_record(BSC,atca143_MCS_HXH,JBXMUX,3BK26881AABA 08.'-'.YP12230BFDB, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),19.11.2013,01:00:23)
DB::update_record(BSC,atca143_MCS_HXH,JBXLIU,3BK26879AAAE 04.'-'.BS0738N24B6, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),19.11.2013,01:00:23)
DB::update_record(BSC,atca143_MCS_HXH,JBXLIU,3BK26879AAAE 04.'-'.BS0727N0SYH, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),19.11.2013,01:00:23)
DB::update_record(BSC,atca143_MCS_HXH,JAXSMM,3BK27225AACB 05.'-'.YP122303B43, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),19.11.2013,01:00:23)
DB::update_record(BSC,atca143_MCS_HXH,JAXSMM,3BK27225AACB 05.'-'.YP122303B44, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),19.11.2013,01:00:23)
DB::update_record(BSC,atca143_MCS_HXH,JBXSSW,3BK27237AACB 07.'-'.YP122303B62, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),19.11.2013,01:00:23)
DB::update_record(BSC,atca143_MCS_HXH,JBXSSW,3BK27237AACB 07.'-'.YP122303B61, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),19.11.2013,01:00:23)
DB::update_record(BSC,atca143_MCS_HXH,JBXOMCP,3BK27236AACE 06.'-'.YP122303B8E, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),19.11.2013,01:00:23)
DB::update_record(BSC,atca143_MCS_HXH,JBXOMCP,3BK27236AACE 06.'-'.YP122503975, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),19.11.2013,01:00:23)
DB::update_record(BSC,atca143_MCS_HXH,JBXCCP,3BK27231AACE 06.'-'.YP122503979, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),19.11.2013,01:00:23)
DB::update_record(BSC,atca143_MCS_HXH,JBXCCP,3BK27231AACE 06.'-'.YP122503983, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),19.11.2013,01:00:23)
DB::update_record(BSC,ATCA_101_BSC_GCC,JBXMUX,3BK26881AAAD 07.'-'.BS0817N3KZB, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,17:13:17)
DB::update_record(BSC,ATCA_101_BSC_GCC,JBXMUX,3BK26881AAAD 07.'-'.BS0812N37WB, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,17:13:17)
DB::update_record(BSC,ATCA_101_BSC_GCC,JBXLIU,3BK26879AAAE 04.'-'.BS0804N2WNP, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,17:13:17)
DB::update_record(BSC,ATCA_101_BSC_GCC,JBXLIU,3BK26879AAAE 04.'-'.BS0803N2T0R, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,17:13:17)
DB::update_record(BSC,ATCA_101_BSC_GCC,JAXSMM,3BK27225AABB 02.'-'.YP080316466, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,17:13:17)
DB::update_record(BSC,ATCA_101_BSC_GCC,JAXSMM,3BK27225AABB 02.'-'.YP080244863, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,17:13:17)
DB::update_record(BSC,ATCA_101_BSC_GCC,JBXSSW,3BK27237AABA 04.'-'.YP081408C0C, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,17:13:17)
DB::update_record(BSC,ATCA_101_BSC_GCC,JBXSSW,3BK27237AABA 04.'-'.YP081408C16, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,17:13:17)
DB::update_record(BSC,ATCA_101_BSC_GCC,JBXOMCP,3BK27236AACD 06.'-'.YP1045096F6, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,17:13:17)
DB::update_record(BSC,ATCA_101_BSC_GCC,JBXOMCP,3BK27236AABB 02.'-'.YP072423287, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,17:13:17)
DB::update_record(BSC,ATCA_101_BSC_GCC,JBXCCP,3BK27231AABB 03.'-'.YP080244898, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,17:13:17)
DB::update_record(BSC,ATCA_101_BSC_GCC,JBXCCP,3BK27231AABB 03.'-'.YP080244877, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,17:13:17)
DB::update_record(BSC,ATCA_101_BSC_GCC,JBXCCP,3BK27231AABA 02.'-'.BS0631U02LD, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,17:13:17)
DB::update_record(BSC,ATCA_101_BSC_GCC,JBXTP,3BK26859AAAD 07.'-'.BS0614U0MJ9, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,17:13:17)
DB::update_record(BSC,ATCA160_MCS_AA1,JBXMUX,3BK26881AABA 08.'-'.YP122804FA3, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,09:47:48)
DB::update_record(BSC,ATCA160_MCS_AA1,JBXMUX,3BK26881AABA 08.'-'.YP122804F9E, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,09:47:48)
DB::update_record(BSC,ATCA160_MCS_AA1,JAXSMM,3BK27225AACB 04.'-'.YP122606B5C, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,09:47:48)
DB::update_record(BSC,ATCA160_MCS_AA1,JAXSMM,3BK27225AACB 04.'-'.YP122606B5D, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,09:47:48)
DB::update_record(BSC,ATCA160_MCS_AA1,JBXSSW,3BK27237AACC 07.'-'.YP1232008B2, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,09:47:48)
DB::update_record(BSC,ATCA160_MCS_AA1,JBXSSW,3BK27237AACC 07.'-'.YP1232008B3, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,09:47:48)
DB::update_record(BSC,ATCA160_MCS_AA1,JBXOMCP,3BK27236AACE 06.'-'.YP12320089A, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,09:47:48)
DB::update_record(BSC,ATCA160_MCS_AA1,JBXOMCP,3BK27236AACE 06.'-'.YP12320089B, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,09:47:48)
DB::update_record(BSC,ATCA160_MCS_AA1,JBXCCP,3BK27231AACE 06.'-'.YP123200877, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,09:47:48)
DB::update_record(BSC,ATCA160_MCS_AA1,JBXCCP,3BK27231AACE 06.'-'.YP123200876, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,09:47:48)
DB::update_record(BSC,ATCA160_MCS_AA1,JBXTP3I4,3BK27889ACAC 01.'-'.BS1224U014G, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,09:47:48)
DB::update_record(BSC,ATCA160_MCS_AA1,JBXTP3I4,3BK27889ACAC 01.'-'.BS1232U0247, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,09:47:48)
DB::update_record(BTS,BTS_001/ATCA161_BSI_naniw ,TGT18,3BK 27175 BAAA  01.'-'.YP10220EF39, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),16.10.2013,10:55)
DB::update_record(BTS,BTS_001/ATCA161_BSI_naniw ,SUMX,3BK 27656 CBAA  03.'-'.YP124204706, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),16.10.2013,10:55)
DB::update_record(BTS,BTS_94/ATCA62_VQ_SW ,SUMX,3BK 27656 CBAA  03.'-'.YP123602D58, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),26.11.2013,15:34)
DB::update_record(BTS,BTS_004/ATCA_17 ,TGT18,3BK 27175 BAAA  01.'-'.YP10220EF63, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,13:56)
DB::update_record(BTS,BTS_004/ATCA_17 ,TGT09,3BK 27162 AAAJ  05.'-'.YP1042027A3, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,13:56)
DB::update_record(BTS,BTS_004/ATCA_17 ,SUMX,3BK 27656 CBAA  02.'-'.YP1225077CC, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,13:56)
DB::update_record(BTS,BTS_004/ATCA_17 ,TGT09,3BK 27162 AAAJ  05.'-'.YP104305700, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,13:56)
DB::update_record(BTS,BTS_003/AT130_WZW_BST ,TMXA09,3BK 28502 CAAD  01.'-'.YP123308142, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),21.11.2013,18:23)
DB::update_record(BTS,BTS_003/AT130_WZW_BST ,TGT18,3BK 27175 BAAB  01.'-'.YP114200037, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),21.11.2013,18:23)
DB::update_record(BTS,BTS_003/AT130_WZW_BST ,SUMX,3BK 27656 CBAA  02.'-'.YP122209B2C, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),21.11.2013,18:23)
DB::update_record(BTS,BTS_003/AT130_WZW_BST ,AGX9E,3BK 27239 ACAA  01.'-'.YP12230F977, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),21.11.2013,18:23)
DB::update_record(BTS,BTS_003/AT130_WZW_BST ,TMXA18,3BK 28682 AAAE  02.'-'.YP1216083C0, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),21.11.2013,18:23)
DB::update_record(BTS,BTS_003/AT130_WZW_BST ,AGX9E,3BK 27239 ACAA  01.'-'.YP12230F925, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),21.11.2013,18:23)
DB::update_record(BTS,BTS_003/AT130_WZW_BST ,AGX18,3BK 27241 ACAA  01.'-'.YP12230FB8B, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),21.11.2013,18:23)
DB::update_record(BTS,BTS_002/ATCA160_MCS_ZY ,NMXA09,3BK 50600 AAAB  01.'-'.YP131509E3D, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),24.09.2013,18:36)
DB::update_record(BTS,BTS_002/ATCA160_MCS_ZY ,NMXA18,3BK 50458 ABAA  01.'-'.BS1329U0728, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),24.09.2013,18:36)
DB::update_record(BTS,BTS_002/ATCA160_MCS_ZY ,NMXA18,3BK 50458 AAAA  01.'-'.BS1209P0150, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),24.09.2013,18:36)
DB::update_record(BTS,BTS_002/ATCA160_MCS_ZY ,NMXA09,3BK 50600 AAAB  01.'-'.YP131509E2C, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),24.09.2013,18:36)
DB::update_record(BTS,BTS_002/ATCA160_MCS_ZY ,NMXA18,3BK 50458 AAAA  02.'-'.BS1309U009T, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),24.09.2013,18:36)
DB::update_record(BTS,BTS_002/ATCA160_MCS_ZY ,NMXA09,3BK 50600 AAAB  01.'-'.YP131509E3E, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),24.09.2013,18:36)
DB::update_record(BTS,BTS_002/ATCA160_MCS_ZY ,SUMX,3BK 27656 DBAA  01.'-'.SH1315G02FK, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),24.09.2013,18:36)
DB::update_record(BTS,BTS_002/ATCA161 ,TRAD,3BK 08980 AAAG  08.'-'.YP041845217, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),12.08.2013,14:43)
DB::update_record(BTS,BTS_002/ATCA161 ,TRAD,3BK 08980 AAAG  08.'-'.YP041846035, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),12.08.2013,14:43)
DB::update_record(BTS,BTS_002/ATCA161 ,SUMX,3BK 27656 ABAA  01.'-'.BS0825U03UT, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),12.08.2013,14:43)
DB::update_record(BTS,BTS_002/ATCA161 ,TGT18,3BK 27175 BAAA  01.'-'.YP112017784, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),12.08.2013,14:43)
DB::update_record(BTS,BTS_002/ATCA161 ,ANCG,3BK 08992 AAAB  02.'-'.BS0423U09KS, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),12.08.2013,14:43)
DB::update_record(BTS,BTS_002/ATCA161 ,ANCG,3BK 08992 AAAB  02.'-'.BS0422U06FB, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),12.08.2013,14:43)
DB::update_record(BTS,BTS_002/ATCA161 ,TMXA09,3BK 28502 AAAB  05.'-'.YP1043050FD, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),12.08.2013,14:43)
DB::update_record(BTS,BTS_002/ATCA161 ,TRAG,3BK 08967 ABAC  01.'-'.YP042330328, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),12.08.2013,14:43)
DB::update_record(BTS,BTS_002/ATCA161 ,TRAG,3BK 08967 ABAC  01.'-'.YP042330220, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),12.08.2013,14:43)
DB::update_record(BTS,BTS_002/MxBSC_ATCA134_SWS_GT ,TGT18,3BK 27175 BAAA  01.'-'.YP10220EF62, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),06.11.2013,14:06)
DB::update_record(BTS,BTS_002/MxBSC_ATCA134_SWS_GT ,TGT18,3BK 27175 BAAA  01.'-'.YP10220EF63, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),06.11.2013,14:06)
DB::update_record(BTS,BTS_002/MxBSC_ATCA134_SWS_GT ,TGT09,3BK 27162 AAAJ  05.'-'.YP1042027A3, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),06.11.2013,14:06)
DB::update_record(BTS,BTS_002/MxBSC_ATCA134_SWS_GT ,TGT18,3BK 27175 BAAA  01.'-'.YP095301E03, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),06.11.2013,14:06)
DB::update_record(BTS,BTS_002/MxBSC_ATCA134_SWS_GT ,TGT09,3BK 27162 AAAJ  05.'-'.YP104305700, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),06.11.2013,14:06)
DB::update_record(BTS,BTS_002/MxBSC_ATCA134_SWS_GT ,TGT18,3BK 27175 BAAA  01.'-'.YP09530206F, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),06.11.2013,14:06)
DB::update_record(BTS,BTS_003/ATCA22_BST_WSY ,TGT09,3BK 27162 AAAH  05.'-'.YP0937030E4, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.09.2013,10:30)
DB::update_record(BTS,BTS_003/ATCA22_BST_WSY ,TGT09,3BK 27162 AAAJ  05.'-'.YP113308940, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.09.2013,10:30)
DB::update_record(BTS,BTS_003/ATCA22_BST_WSY ,TGT09,3BK 27162 AAAJ  05.'-'.YP113308993, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.09.2013,10:30)
DB::update_record(BTS,BTS_003/ATCA22_BST_WSY ,TGT09,3BK 27162 AAAJ  05.'-'.YP113308756, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.09.2013,10:30)
DB::update_record(BTS,BTS_003/ATCA22_BST_WSY ,SUMX,3BK 27656 CBAA  03.'-'.YP123208676, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.09.2013,10:30)
DB::update_record(BTS,BTS_003/ATCA22_BST_WSY ,AGX18,3BK 27241 ACAA  01.'-'.YP09510660B, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.09.2013,10:30)
DB::update_record(BTS,BTS_003/ATCA22_BST_WSY ,TRAD,3BK 08980 AAAG  08.'-'.YP041845303, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.09.2013,10:30)
DB::update_record(BTS,BTS_003/ATCA22_BST_WSY ,TRAD,3BK 08980 AAAG  08.'-'.YP041845946, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.09.2013,10:30)
DB::update_record(BTS,BTS_003/ATCA22_BST_WSY ,TMXA18,3BK 28682 AAAA  01.'-'.BS1035U1116, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.09.2013,10:30)
DB::update_record(BTS,BTS_001/ATCA160_MCS_ZY ,NMXA18,3BK 50458 AAAA  01.'-'.BS1205P00UA, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.09.2013,15:34)
DB::update_record(BTS,BTS_001/ATCA160_MCS_ZY ,NMXA09,3BK 50600 AAAA  01.'-'.YP1245049E4, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.09.2013,15:34)
DB::update_record(BTS,BTS_001/ATCA160_MCS_ZY ,NMXA18,3BK 50458 AAAA  01.'-'.BS1205P00U9, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.09.2013,15:34)
DB::update_record(BTS,BTS_001/ATCA160_MCS_ZY ,NMXA09,3BK 50600 AAAA  01.'-'.YP1245049F1, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.09.2013,15:34)
DB::update_record(BTS,BTS_001/ATCA160_MCS_ZY ,NMXA09,3BK 50600 AAAA  01.'-'.YP1245049F8, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.09.2013,15:34)
DB::update_record(BTS,BTS_001/ATCA160_MCS_ZY ,NMXA18,3BK 50458 AAAA  01.'-'.BS1209P014T, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.09.2013,15:34)
DB::update_record(BTS,BTS_001/ATCA160_MCS_ZY ,SUMX,3BK 27656 CBAA  03.'-'.YP11480BF21, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.09.2013,15:34)
DB::update_record(BTS,BTS_003/ATCA61-MCS-ZWJ ,SUMX,3BK 27656 CBAA  03.'-'.YP12300598E, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),21.10.2013,15:14)
DB::update_record(BTS,BTS_003/ATCA61-MCS-ZWJ ,TMXA18,3BK 28682 AAAB  02.'-'.BS1116U0310, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),21.10.2013,15:14)
DB::update_record(BTS,BTS_003/ATCA61-MCS-ZWJ ,TMXA09,3BK 28502 AABA  06.'-'.YP11100AA03, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),21.10.2013,15:14)
DB::update_record(BTS,bts109/ATCA142_MCS_james ,NMXA09,3BK 50600 AAAA  01.'-'.YP1245049E4, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,11:09)
DB::update_record(BTS,bts109/ATCA142_MCS_james ,NMXA18,3BK 50458 AAAA  01.'-'.BS1205P00UA, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,11:09)
DB::update_record(BTS,bts109/ATCA142_MCS_james ,NMXA09,3BK 50600 AAAA  01.'-'.YP1245049F8, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,11:09)
DB::update_record(BTS,bts109/ATCA142_MCS_james ,NMXA09,3BK 50600 AAAA  01.'-'.YP1245049F1, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,11:09)
DB::update_record(BTS,bts109/ATCA142_MCS_james ,NMXA18,3BK 50458 AAAA  01.'-'.BS1209P014T, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,11:09)
DB::update_record(BTS,bts109/ATCA142_MCS_james ,NMXA18,3BK 50458 AAAA  01.'-'.BS1205P00U9, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,11:09)
DB::update_record(BTS,bts109/ATCA142_MCS_james ,SUMX,3BK 27656 CBAA  02.'-'.YP11480C050, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,11:09)
DB::update_record(BTS,BTS_001/AT12_BST_ZJ ,TGT09,3BK 27162 AAAJ  05.'-'.YP1107123AE, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,12:41)
DB::update_record(BTS,BTS_001/AT12_BST_ZJ ,TRAG,3BK 08967 ABAC  02.'-'.YP053271964, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,12:41)
DB::update_record(BTS,BTS_001/AT12_BST_ZJ ,TMXA09,3BK 28502 CAAD  01.'-'.YP12330811F, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,12:41)
DB::update_record(BTS,BTS_001/AT12_BST_ZJ ,SUMX,3BK 27656 CAAA  02.'-'.BS0935U03F9, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,12:41)
DB::update_record(BTS,BTS_001/AT12_BST_ZJ ,TGT09,3BK 27162 AAAH  05.'-'.YP08170DED1, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,12:41)
DB::update_record(BTS,BTS_001/AT12_BST_ZJ ,ANCG,3BK 08992 AAAB  02.'-'.BS0128U019S, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,12:41)
DB::update_record(BTS,BTS_001/AT12_BST_ZJ ,ANCG,3BK 08992 AAAB  02.'-'.BS0330U03ST, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,12:41)
DB::update_record(BTS,BTS_001/AT12_BST_ZJ ,TRAG,3BK 08967 AAAH  08.'-'.YP015043258, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,12:41)
DB::update_record(BTS,BTS_001/AT12_BST_ZJ ,TRAG,3BK 08967 ABAC  01.'-'.YP042330213, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,12:41)
DB::update_record(BTS,BTS_001/ATCA_17 ,SUMX,3BK 27656 CBAA  02.'-'.YP122210380, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,13:56)
DB::update_record(BTS,BTS_001/ATCA_17 ,TGT09,3BK 27162 AAAJ  05.'-'.YP104305756, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,13:56)
DB::update_record(BTS,BTS_001/ATCA_17 ,TGT18,3BK 27175 BAAA  01.'-'.YP0953020E3, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),27.11.2013,13:56)
DB::update_record(BTS,BTS_002/AT12_BST_ZJ ,SUMX,3BK 27656 CBAA  02.'-'.YP122209BF6, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,12:41)
DB::update_record(BTS,BTS_002/AT12_BST_ZJ ,AGX9E,3BK 27239 ACAA  01.'-'.YP12230F944, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,12:41)
DB::update_record(BTS,BTS_002/AT12_BST_ZJ ,TMXA18,3BK 28682 AAAE  02.'-'.YP1216083A6, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,12:41)
